period,nerc.region,demand.mwh,SO2
2021-09-09T09,RFC,154868,0
2021-09-09T10,RFC,160788,0
2021-09-09T11,RFC,170298,0
2021-09-09T12,RFC,176462,0
2021-09-09T13,RFC,180228,0
2021-09-09T14,RFC,185164,0
2021-09-09T15,RFC,189508,0
2021-09-09T16,RFC,192746,0
2021-09-09T17,RFC,196142,0
2021-09-09T18,RFC,198896,0
2021-09-09T19,RFC,199794,0
2021-09-09T20,RFC,200894,0
2021-09-09T21,RFC,202594,0
2021-09-09T22,RFC,202906,0
2021-09-09T23,RFC,200426,0
2021-09-10T00,RFC,196422,0
2021-09-10T01,RFC,193418,0
2021-09-10T02,RFC,184978,0
2021-09-10T03,RFC,172860,0
2021-09-10T04,RFC,163310,0
2021-09-10T05,RFC,155574,0
2021-09-10T06,RFC,148764,0
2021-09-10T07,RFC,143774,0
2021-09-10T08,RFC,142218,0
2021-09-10T09,RFC,142608,0
2021-09-10T10,RFC,148066,0
2021-09-10T11,RFC,158202,0
2021-09-10T12,RFC,163246,0
2021-09-10T13,RFC,167884,0
2021-09-10T14,RFC,171216,0
2021-09-10T15,RFC,175192,0
2021-09-10T16,RFC,178936,0
2021-09-10T17,RFC,182232,0
2021-09-10T18,RFC,186512,0
2021-09-10T19,RFC,190550,0
2021-09-10T20,RFC,193958,0
2021-09-10T21,RFC,197458,0
2021-09-10T22,RFC,198290,0
2021-09-10T23,RFC,194090,0
2021-09-11T00,RFC,187422,0
2021-09-11T01,RFC,182578,0
2021-09-11T02,RFC,173744,0
2021-09-11T03,RFC,163908,0
2021-09-11T04,RFC,155050,0
2021-09-11T05,RFC,148066,0
2021-09-11T06,RFC,143058,0
2021-09-11T07,RFC,139212,0
2021-09-11T08,RFC,136544,0
2021-09-11T09,RFC,135910,0
2021-09-11T10,RFC,137652,0
2021-09-11T11,RFC,140814,0
2021-09-11T12,RFC,143160,0
2021-09-11T13,RFC,147684,0
2021-09-11T14,RFC,154294,0
2021-09-11T15,RFC,159426,0
2021-09-11T16,RFC,164938,0
2021-09-11T17,RFC,171596,0
2021-09-11T18,RFC,177278,0
2021-09-11T19,RFC,183618,0
2021-09-11T20,RFC,189624,0
2021-09-11T21,RFC,194604,0
2021-09-11T22,RFC,198094,0
2021-09-11T23,RFC,195540,0
2021-09-12T00,RFC,190606,0
2021-09-12T01,RFC,187726,0
2021-09-12T02,RFC,180098,0
2021-09-12T03,RFC,171032,0
2021-09-12T04,RFC,162750,0
2021-09-12T05,RFC,156470,0
2021-09-12T06,RFC,150208,0
2021-09-12T07,RFC,145174,0
2021-09-12T08,RFC,142068,0
2021-09-12T09,RFC,141070,0
2021-09-12T10,RFC,140914,0
2021-09-12T11,RFC,142534,0
2021-09-12T12,RFC,144362,0
2021-09-12T13,RFC,151362,0
2021-09-12T14,RFC,158644,0
2021-09-12T15,RFC,168504,0
2021-09-12T16,RFC,180080,0
2021-09-12T17,RFC,191802,0
2021-09-12T18,RFC,202396,0
2021-09-12T19,RFC,212494,0
2021-09-12T20,RFC,220644,0
2021-09-12T21,RFC,227394,0
2021-09-12T22,RFC,230262,0
2021-09-12T23,RFC,227026,0
2021-09-13T00,RFC,221722,0
2021-09-13T01,RFC,217598,0
2021-09-13T02,RFC,206364,0
2021-09-13T03,RFC,194328,0
2021-09-13T04,RFC,182984,0
2021-09-13T05,RFC,173544,0
2021-09-13T06,RFC,167268,0
2021-09-13T07,RFC,163002,0
2021-09-13T08,RFC,160250,0
2021-09-13T09,RFC,160986,0
2021-09-13T10,RFC,167216,0
2021-09-13T11,RFC,176636,0
2021-09-13T12,RFC,184518,0
2021-09-13T13,RFC,192136,0
2021-09-13T14,RFC,200012,0
2021-09-13T15,RFC,210122,0
2021-09-13T16,RFC,221620,0
2021-09-13T17,RFC,232872,0
2021-09-13T18,RFC,244764,0
2021-09-13T19,RFC,253174,0
2021-09-13T20,RFC,259436,0
2021-09-13T21,RFC,263488,0
2021-09-13T22,RFC,262380,0
2021-09-13T23,RFC,255222,0
2021-09-14T00,RFC,246624,0
2021-09-14T01,RFC,238696,0
2021-09-14T02,RFC,224104,0
2021-09-14T03,RFC,208248,0
2021-09-14T04,RFC,194496,0
2021-09-14T05,RFC,184210,0
2021-09-14T06,RFC,175384,0
2021-09-14T07,RFC,168956,0
2021-09-14T08,RFC,165696,0
2021-09-14T09,RFC,165716,0
2021-09-14T10,RFC,171930,0
2021-09-14T11,RFC,184024,0
2021-09-14T12,RFC,190802,0
2021-09-14T13,RFC,195706,0
2021-09-14T14,RFC,204054,0
2021-09-14T15,RFC,216192,0
2021-09-14T16,RFC,229214,0
2021-09-14T17,RFC,242102,0
2021-09-14T18,RFC,252614,0
2021-09-14T19,RFC,259806,0
2021-09-14T20,RFC,264148,0
2021-09-14T21,RFC,266156,0
2021-09-14T22,RFC,264738,0
2021-09-14T23,RFC,256730,0
2021-09-15T00,RFC,247558,0
2021-09-15T01,RFC,239938,0
2021-09-15T02,RFC,225424,0
2021-09-15T03,RFC,210152,0
2021-09-15T04,RFC,197076,0
2021-09-15T05,RFC,184890,0
2021-09-15T06,RFC,177246,0
2021-09-15T07,RFC,171104,0
2021-09-15T08,RFC,166878,0
2021-09-15T09,RFC,166752,0
2021-09-15T10,RFC,172452,0
2021-09-15T11,RFC,183202,0
2021-09-15T12,RFC,190964,0
2021-09-15T13,RFC,197044,0
2021-09-15T14,RFC,203846,0
2021-09-15T15,RFC,209618,0
2021-09-15T16,RFC,217906,0
2021-09-15T17,RFC,227098,0
2021-09-15T18,RFC,235062,0
2021-09-15T19,RFC,239940,0
2021-09-15T20,RFC,242464,0
2021-09-15T21,RFC,243560,0
2021-09-15T22,RFC,241948,0
2021-09-15T23,RFC,235784,0
2021-09-16T00,RFC,228954,0
2021-09-16T01,RFC,222314,0
2021-09-16T02,RFC,210328,0
2021-09-16T03,RFC,195632,0
2021-09-16T04,RFC,184310,0
2021-09-16T05,RFC,174558,0
2021-09-16T06,RFC,167332,0
2021-09-16T07,RFC,161822,0
2021-09-16T08,RFC,158516,0
2021-09-16T09,RFC,158656,0
2021-09-16T10,RFC,164230,0
2021-09-16T11,RFC,173966,0
2021-09-16T12,RFC,181334,0
2021-09-16T13,RFC,187162,0
2021-09-16T14,RFC,190094,0
2021-09-16T15,RFC,195828,0
2021-09-16T16,RFC,204426,0
2021-09-16T17,RFC,212772,0
2021-09-16T18,RFC,219360,0
2021-09-16T19,RFC,223540,0
2021-09-16T20,RFC,227112,0
2021-09-16T21,RFC,228622,0
2021-09-16T22,RFC,227458,0
2021-09-16T23,RFC,223336,0
2021-09-17T00,RFC,219242,0
2021-09-17T01,RFC,214430,0
2021-09-17T02,RFC,203756,0
2021-09-17T03,RFC,192516,0
2021-09-17T04,RFC,181708,0
2021-09-17T05,RFC,173216,0
2021-09-17T06,RFC,166934,0
2021-09-17T07,RFC,162026,0
2021-09-17T08,RFC,159626,0
2021-09-17T09,RFC,160430,0
2021-09-17T10,RFC,166384,0
2021-09-17T11,RFC,177170,0
2021-09-17T12,RFC,185536,0
2021-09-17T13,RFC,191802,0
2021-09-17T14,RFC,197452,0
2021-09-17T15,RFC,203616,0
2021-09-17T16,RFC,211420,0
2021-09-17T17,RFC,219202,0
2021-09-17T18,RFC,226632,0
2021-09-17T19,RFC,232198,0
2021-09-17T20,RFC,236018,0
2021-09-17T21,RFC,238736,0
2021-09-17T22,RFC,237806,0
2021-09-17T23,RFC,230990,0
2021-09-18T00,RFC,223498,0
2021-09-18T01,RFC,217060,0
2021-09-18T02,RFC,206582,0
2021-09-18T03,RFC,195700,0
2021-09-18T04,RFC,183632,0
2021-09-18T05,RFC,174626,0
2021-09-18T06,RFC,166182,0
2021-09-18T07,RFC,160886,0
2021-09-18T08,RFC,156720,0
2021-09-18T09,RFC,154648,0
2021-09-18T10,RFC,155886,0
2021-09-18T11,RFC,158846,0
2021-09-18T12,RFC,162526,0
2021-09-18T13,RFC,170352,0
2021-09-18T14,RFC,180550,0
2021-09-18T15,RFC,187878,0
2021-09-18T16,RFC,199530,0
2021-09-18T17,RFC,210174,0
2021-09-18T18,RFC,219362,0
2021-09-18T19,RFC,226444,0
2021-09-18T20,RFC,232456,0
2021-09-18T21,RFC,235636,0
2021-09-18T22,RFC,235008,0
2021-09-18T23,RFC,227788,0
2021-09-19T00,RFC,218536,0
2021-09-19T01,RFC,211042,0
2021-09-19T02,RFC,199742,0
2021-09-19T03,RFC,188422,0
2021-09-19T04,RFC,178568,0
2021-09-19T05,RFC,170508,0
2021-09-19T06,RFC,161952,0
2021-09-19T07,RFC,155402,0
2021-09-19T08,RFC,150818,0
2021-09-19T09,RFC,148842,0
2021-09-19T10,RFC,147832,0
2021-09-19T11,RFC,148964,0
2021-09-19T12,RFC,150246,0
2021-09-19T13,RFC,156970,0
2021-09-19T14,RFC,165116,0
2021-09-19T15,RFC,174098,0
2021-09-19T16,RFC,183316,0
2021-09-19T17,RFC,194708,0
2021-09-19T18,RFC,204664,0
2021-09-19T19,RFC,212250,0
2021-09-19T20,RFC,218160,0
2021-09-19T21,RFC,223088,0
2021-09-19T22,RFC,224298,0
2021-09-19T23,RFC,218550,0
2021-09-20T00,RFC,212160,0
2021-09-20T01,RFC,206100,0
2021-09-20T02,RFC,194134,0
2021-09-20T03,RFC,181080,0
2021-09-20T04,RFC,172394,0
2021-09-20T05,RFC,163908,0
2021-09-20T06,RFC,157690,0
2021-09-20T07,RFC,153050,0
2021-09-20T08,RFC,150962,0
2021-09-20T09,RFC,151980,0
2021-09-20T10,RFC,158440,0
2021-09-20T11,RFC,169814,0
2021-09-20T12,RFC,177696,0
2021-09-20T13,RFC,182988,0
2021-09-20T14,RFC,186422,0
2021-09-20T15,RFC,191742,0
2021-09-20T16,RFC,199250,0
2021-09-20T17,RFC,206658,0
2021-09-20T18,RFC,212464,0
2021-09-20T19,RFC,216244,0
2021-09-20T20,RFC,219136,0
2021-09-20T21,RFC,221854,0
2021-09-20T22,RFC,222128,0
2021-09-20T23,RFC,217296,0
2021-09-21T00,RFC,214038,0
2021-09-21T01,RFC,209266,0
2021-09-21T02,RFC,197908,0
2021-09-21T03,RFC,186876,0
2021-09-21T04,RFC,176610,0
2021-09-21T05,RFC,166986,0
2021-09-21T06,RFC,160178,0
2021-09-21T07,RFC,155686,0
2021-09-21T08,RFC,152816,0
2021-09-21T09,RFC,153380,0
2021-09-21T10,RFC,159014,0
2021-09-21T11,RFC,169560,0
2021-09-21T12,RFC,177330,0
2021-09-21T13,RFC,181242,0
2021-09-21T14,RFC,183174,0
2021-09-21T15,RFC,186978,0
2021-09-21T16,RFC,192628,0
2021-09-21T17,RFC,196848,0
2021-09-21T18,RFC,201154,0
2021-09-21T19,RFC,203404,0
2021-09-21T20,RFC,204658,0
2021-09-21T21,RFC,205644,0
2021-09-21T22,RFC,205220,0
2021-09-21T23,RFC,202928,0
2021-09-22T00,RFC,203184,0
2021-09-22T01,RFC,200174,0
2021-09-22T02,RFC,191220,0
2021-09-22T03,RFC,181200,0
2021-09-22T04,RFC,172126,0
2021-09-22T05,RFC,164382,0
2021-09-22T06,RFC,158836,0
2021-09-22T07,RFC,155408,0
2021-09-22T08,RFC,153844,0
2021-09-22T09,RFC,154686,0
2021-09-22T10,RFC,160512,0
2021-09-22T11,RFC,171438,0
2021-09-22T12,RFC,179320,0
2021-09-22T13,RFC,184698,0
2021-09-22T14,RFC,189124,0
2021-09-22T15,RFC,194622,0
2021-09-22T16,RFC,198774,0
2021-09-22T17,RFC,201722,0
2021-09-22T18,RFC,204968,0
2021-09-22T19,RFC,206800,0
2021-09-22T20,RFC,206912,0
2021-09-22T21,RFC,205814,0
2021-09-22T22,RFC,204374,0
2021-09-22T23,RFC,201678,0
2021-09-23T00,RFC,201112,0
2021-09-23T01,RFC,197106,0
2021-09-23T02,RFC,188076,0
2021-09-23T03,RFC,178060,0
2021-09-23T04,RFC,170540,0
2021-09-23T05,RFC,162274,0
2021-09-23T06,RFC,156322,0
2021-09-23T07,RFC,153206,0
2021-09-23T08,RFC,151270,0
2021-09-23T09,RFC,151976,0
2021-09-23T10,RFC,158138,0
2021-09-23T11,RFC,168304,0
2021-09-23T12,RFC,176538,0
2021-09-23T13,RFC,180318,0
2021-09-23T14,RFC,182640,0
2021-09-23T15,RFC,184590,0
2021-09-23T16,RFC,185816,0
2021-09-23T17,RFC,187032,0
2021-09-23T18,RFC,187800,0
2021-09-23T19,RFC,186938,0
2021-09-23T20,RFC,186024,0
2021-09-23T21,RFC,185826,0
2021-09-23T22,RFC,184916,0
2021-09-23T23,RFC,182412,0
2021-09-24T00,RFC,182356,0
2021-09-24T01,RFC,179528,0
2021-09-24T02,RFC,170972,0
2021-09-24T03,RFC,160488,0
2021-09-24T04,RFC,152358,0
2021-09-24T05,RFC,146328,0
2021-09-24T06,RFC,141170,0
2021-09-24T07,RFC,137606,0
2021-09-24T08,RFC,136024,0
2021-09-24T09,RFC,136886,0
2021-09-24T10,RFC,142792,0
2021-09-24T11,RFC,153446,0
2021-09-24T12,RFC,160022,0
2021-09-24T13,RFC,161754,0
2021-09-24T14,RFC,163378,0
2021-09-24T15,RFC,165352,0
2021-09-24T16,RFC,167196,0
2021-09-24T17,RFC,169006,0
2021-09-24T18,RFC,171728,0
2021-09-24T19,RFC,173958,0
2021-09-24T20,RFC,176266,0
2021-09-24T21,RFC,179232,0
2021-09-24T22,RFC,180204,0
2021-09-24T23,RFC,176510,0
2021-09-25T00,RFC,174088,0
2021-09-25T01,RFC,170140,0
2021-09-25T02,RFC,163148,0
2021-09-25T03,RFC,154868,0
2021-09-25T04,RFC,147606,0
2021-09-25T05,RFC,140880,0
2021-09-25T06,RFC,135428,0
2021-09-25T07,RFC,132612,0
2021-09-25T08,RFC,130502,0
2021-09-25T09,RFC,130002,0
2021-09-25T10,RFC,132310,0
2021-09-25T11,RFC,136820,0
2021-09-25T12,RFC,139596,0
2021-09-25T13,RFC,141930,0
2021-09-25T14,RFC,145386,0
2021-09-25T15,RFC,148664,0
2021-09-25T16,RFC,150720,0
2021-09-25T17,RFC,152228,0
2021-09-25T18,RFC,153766,0
2021-09-25T19,RFC,155588,0
2021-09-25T20,RFC,157976,0
2021-09-25T21,RFC,160980,0
2021-09-25T22,RFC,162198,0
2021-09-25T23,RFC,161098,0
2021-09-26T00,RFC,161968,0
2021-09-26T01,RFC,159938,0
2021-09-26T02,RFC,154446,0
2021-09-26T03,RFC,148126,0
2021-09-26T04,RFC,143060,0
2021-09-26T05,RFC,137080,0
2021-09-26T06,RFC,133116,0
2021-09-26T07,RFC,129944,0
2021-09-26T08,RFC,127872,0
2021-09-26T09,RFC,127188,0
2021-09-26T10,RFC,128138,0
2021-09-26T11,RFC,130620,0
2021-09-26T12,RFC,131760,0
2021-09-26T13,RFC,136144,0
2021-09-26T14,RFC,138706,0
2021-09-26T15,RFC,141490,0
2021-09-26T16,RFC,144478,0
2021-09-26T17,RFC,147480,0
2021-09-26T18,RFC,150044,0
2021-09-26T19,RFC,153014,0
2021-09-26T20,RFC,157102,0
2021-09-26T21,RFC,162140,0
2021-09-26T22,RFC,166346,0
2021-09-26T23,RFC,166712,0
2021-09-27T00,RFC,168232,0
2021-09-27T01,RFC,167036,0
2021-09-27T02,RFC,159550,0
2021-09-27T03,RFC,151846,0
2021-09-27T04,RFC,144974,0
2021-09-27T05,RFC,139482,0
2021-09-27T06,RFC,134894,0
2021-09-27T07,RFC,132448,0
2021-09-27T08,RFC,131702,0
2021-09-27T09,RFC,133684,0
2021-09-27T10,RFC,140844,0
2021-09-27T11,RFC,152894,0
2021-09-27T12,RFC,159834,0
2021-09-27T13,RFC,163190,0
2021-09-27T14,RFC,165198,0
2021-09-27T15,RFC,169606,0
2021-09-27T16,RFC,174518,0
2021-09-27T17,RFC,180368,0
2021-09-27T18,RFC,186208,0
2021-09-27T19,RFC,192150,0
2021-09-27T20,RFC,198078,0
2021-09-27T21,RFC,203002,0
2021-09-27T22,RFC,204926,0
2021-09-27T23,RFC,201256,0
2021-09-28T00,RFC,199290,0
2021-09-28T01,RFC,194438,0
2021-09-28T02,RFC,183612,0
2021-09-28T03,RFC,171918,0
2021-09-28T04,RFC,162484,0
2021-09-28T05,RFC,154630,0
2021-09-28T06,RFC,148360,0
2021-09-28T07,RFC,144360,0
2021-09-28T08,RFC,142278,0
2021-09-28T09,RFC,143138,0
2021-09-28T10,RFC,148678,0
2021-09-28T11,RFC,159952,0
2021-09-28T12,RFC,168278,0
2021-09-28T13,RFC,171996,0
2021-09-28T14,RFC,174794,0
2021-09-28T15,RFC,179956,0
2021-09-28T16,RFC,184800,0
2021-09-28T17,RFC,188840,0
2021-09-28T18,RFC,192360,0
2021-09-28T19,RFC,196116,0
2021-09-28T20,RFC,199224,0
2021-09-28T21,RFC,201962,0
2021-09-28T22,RFC,202448,0
2021-09-28T23,RFC,199486,0
2021-09-29T00,RFC,197222,0
2021-09-29T01,RFC,191714,0
2021-09-29T02,RFC,181350,0
2021-09-29T03,RFC,169440,0
2021-09-29T04,RFC,160556,0
2021-09-29T05,RFC,151386,0
2021-09-29T06,RFC,144632,0
2021-09-29T07,RFC,140570,0
2021-09-29T08,RFC,138444,0
2021-09-29T09,RFC,139568,0
2021-09-29T10,RFC,145118,0
2021-09-29T11,RFC,157128,0
2021-09-29T12,RFC,164332,0
2021-09-29T13,RFC,165092,0
2021-09-29T14,RFC,166536,0
2021-09-29T15,RFC,167474,0
2021-09-29T16,RFC,171066,0
2021-09-29T17,RFC,175178,0
2021-09-29T18,RFC,180440,0
2021-09-29T19,RFC,184266,0
2021-09-29T20,RFC,187654,0
2021-09-29T21,RFC,190810,0
2021-09-29T22,RFC,192490,0
2021-09-29T23,RFC,189360,0
2021-09-30T00,RFC,187040,0
2021-09-30T01,RFC,181684,0
2021-09-30T02,RFC,171558,0
2021-09-30T03,RFC,161472,0
2021-09-30T04,RFC,152490,0
2021-09-30T05,RFC,145884,0
2021-09-30T06,RFC,140198,0
2021-09-30T07,RFC,137630,0
2021-09-30T08,RFC,135996,0
2021-09-30T09,RFC,136894,0
2021-09-30T10,RFC,143246,0
2021-09-30T11,RFC,154716,0
2021-09-30T12,RFC,160618,0
2021-09-30T13,RFC,162782,0
2021-09-30T14,RFC,163642,0
2021-09-30T15,RFC,166828,0
2021-09-30T16,RFC,170076,0
2021-09-30T17,RFC,173838,0
2021-09-30T18,RFC,177336,0
2021-09-30T19,RFC,179922,0
2021-09-30T20,RFC,182762,0
2021-09-30T21,RFC,185178,0
2021-09-30T22,RFC,185370,0
2021-09-30T23,RFC,182884,0
2021-10-01T00,RFC,182272,0
2021-10-01T01,RFC,178014,0
2021-10-01T02,RFC,168320,0
2021-10-01T03,RFC,158590,0
2021-10-01T04,RFC,151596,0
2021-10-01T05,RFC,144230,0
2021-10-01T06,RFC,138876,0
2021-10-01T07,RFC,135956,0
2021-10-01T08,RFC,134740,0
2021-10-01T09,RFC,135744,0
2021-10-01T10,RFC,142084,0
2021-10-01T11,RFC,152928,0
2021-10-01T12,RFC,159594,0
2021-10-01T13,RFC,161926,0
2021-10-01T14,RFC,162086,0
2021-10-01T15,RFC,164940,0
2021-10-01T16,RFC,166610,0
2021-10-01T17,RFC,169810,0
2021-10-01T18,RFC,173386,0
2021-10-01T19,RFC,176528,0
2021-10-01T20,RFC,179216,0
2021-10-01T21,RFC,182376,0
2021-10-01T22,RFC,183522,0
2021-10-01T23,RFC,179582,0
2021-10-02T00,RFC,176938,0
2021-10-02T01,RFC,172304,0
2021-10-02T02,RFC,165714,0
2021-10-02T03,RFC,156776,0
2021-10-02T04,RFC,149434,0
2021-10-02T05,RFC,143272,0
2021-10-02T06,RFC,138362,0
2021-10-02T07,RFC,134422,0
2021-10-02T08,RFC,132560,0
2021-10-02T09,RFC,132350,0
2021-10-02T10,RFC,134250,0
2021-10-02T11,RFC,138354,0
2021-10-02T12,RFC,142356,0
2021-10-02T13,RFC,145168,0
2021-10-02T14,RFC,148766,0
2021-10-02T15,RFC,152028,0
2021-10-02T16,RFC,155408,0
2021-10-02T17,RFC,157984,0
2021-10-02T18,RFC,161246,0
2021-10-02T19,RFC,164924,0
2021-10-02T20,RFC,168886,0
2021-10-02T21,RFC,172228,0
2021-10-02T22,RFC,173360,0
2021-10-02T23,RFC,172038,0
2021-10-03T00,RFC,172720,0
2021-10-03T01,RFC,169256,0
2021-10-03T02,RFC,163162,0
2021-10-03T03,RFC,156760,0
2021-10-03T04,RFC,151374,0
2021-10-03T05,RFC,144548,0
2021-10-03T06,RFC,139554,0
2021-10-03T07,RFC,135776,0
2021-10-03T08,RFC,133272,0
2021-10-03T09,RFC,132100,0
2021-10-03T10,RFC,132890,0
2021-10-03T11,RFC,135960,0
2021-10-03T12,RFC,139352,0
2021-10-03T13,RFC,145098,0
2021-10-03T14,RFC,148504,0
2021-10-03T15,RFC,153562,0
2021-10-03T16,RFC,159660,0
2021-10-03T17,RFC,165968,0
2021-10-03T18,RFC,172022,0
2021-10-03T19,RFC,176360,0
2021-10-03T20,RFC,180156,0
2021-10-03T21,RFC,184072,0
2021-10-03T22,RFC,186456,0
2021-10-03T23,RFC,186308,0
2021-10-04T00,RFC,188730,0
2021-10-04T01,RFC,184914,0
2021-10-04T02,RFC,176818,0
2021-10-04T03,RFC,168444,0
2021-10-04T04,RFC,160142,0
2021-10-04T05,RFC,153462,0
2021-10-04T06,RFC,147936,0
2021-10-04T07,RFC,144332,0
2021-10-04T08,RFC,142872,0
2021-10-04T09,RFC,144224,0
2021-10-04T10,RFC,150850,0
2021-10-04T11,RFC,162466,0
2021-10-04T12,RFC,170856,0
2021-10-04T13,RFC,175684,0
2021-10-04T14,RFC,180264,0
2021-10-04T15,RFC,185652,0
2021-10-04T16,RFC,190790,0
2021-10-04T17,RFC,195766,0
2021-10-04T18,RFC,201126,0
2021-10-04T19,RFC,203610,0
2021-10-04T20,RFC,205632,0
2021-10-04T21,RFC,207082,0
2021-10-04T22,RFC,206832,0
2021-10-04T23,RFC,203892,0
2021-10-05T00,RFC,203262,0
2021-10-05T01,RFC,197056,0
2021-10-05T02,RFC,186494,0
2021-10-05T03,RFC,174806,0
2021-10-05T04,RFC,164100,0
2021-10-05T05,RFC,156808,0
2021-10-05T06,RFC,150994,0
2021-10-05T07,RFC,146664,0
2021-10-05T08,RFC,143664,0
2021-10-05T09,RFC,144652,0
2021-10-05T10,RFC,150964,0
2021-10-05T11,RFC,162566,0
2021-10-05T12,RFC,170560,0
2021-10-05T13,RFC,174652,0
2021-10-05T14,RFC,177088,0
2021-10-05T15,RFC,181088,0
2021-10-05T16,RFC,185848,0
2021-10-05T17,RFC,190184,0
2021-10-05T18,RFC,194242,0
2021-10-05T19,RFC,196732,0
2021-10-05T20,RFC,198280,0
2021-10-05T21,RFC,199442,0
2021-10-05T22,RFC,199206,0
2021-10-05T23,RFC,197676,0
2021-10-06T00,RFC,197304,0
2021-10-06T01,RFC,192048,0
2021-10-06T02,RFC,182938,0
2021-10-06T03,RFC,172806,0
2021-10-06T04,RFC,162874,0
2021-10-06T05,RFC,155258,0
2021-10-06T06,RFC,149130,0
2021-10-06T07,RFC,144630,0
2021-10-06T08,RFC,142984,0
2021-10-06T09,RFC,144134,0
2021-10-06T10,RFC,151222,0
2021-10-06T11,RFC,161928,0
2021-10-06T12,RFC,171248,0
2021-10-06T13,RFC,175438,0
2021-10-06T14,RFC,178404,0
2021-10-06T15,RFC,181576,0
2021-10-06T16,RFC,184506,0
2021-10-06T17,RFC,187772,0
2021-10-06T18,RFC,190882,0
2021-10-06T19,RFC,191892,0
2021-10-06T20,RFC,192622,0
2021-10-06T21,RFC,193524,0
2021-10-06T22,RFC,193830,0
2021-10-06T23,RFC,193664,0
2021-10-07T00,RFC,194932,0
2021-10-07T01,RFC,190274,0
2021-10-07T02,RFC,181540,0
2021-10-07T03,RFC,171112,0
2021-10-07T04,RFC,162154,0
2021-10-07T05,RFC,154320,0
2021-10-07T06,RFC,148770,0
2021-10-07T07,RFC,144954,0
2021-10-07T08,RFC,142696,0
2021-10-07T09,RFC,143618,0
2021-10-07T10,RFC,149726,0
2021-10-07T11,RFC,159306,0
2021-10-07T12,RFC,168746,0
2021-10-07T13,RFC,172754,0
2021-10-07T14,RFC,176658,0
2021-10-07T15,RFC,180742,0
2021-10-07T16,RFC,184312,0
2021-10-07T17,RFC,188104,0
2021-10-07T18,RFC,191960,0
2021-10-07T19,RFC,195802,0
2021-10-07T20,RFC,195650,0
2021-10-07T21,RFC,196986,0
2021-10-07T22,RFC,196142,0
2021-10-07T23,RFC,194142,0
2021-10-08T00,RFC,194958,0
2021-10-08T01,RFC,190104,0
2021-10-08T02,RFC,181124,0
2021-10-08T03,RFC,169968,0
2021-10-08T04,RFC,160730,0
2021-10-08T05,RFC,153696,0
2021-10-08T06,RFC,148462,0
2021-10-08T07,RFC,144398,0
2021-10-08T08,RFC,142102,0
2021-10-08T09,RFC,143226,0
2021-10-08T10,RFC,148002,0
2021-10-08T11,RFC,156262,0
2021-10-08T12,RFC,164752,0
2021-10-08T13,RFC,169340,0
2021-10-08T14,RFC,174150,0
2021-10-08T15,RFC,179186,0
2021-10-08T16,RFC,184006,0
2021-10-08T17,RFC,189012,0
2021-10-08T18,RFC,193130,0
2021-10-08T19,RFC,195558,0
2021-10-08T20,RFC,195462,0
2021-10-08T21,RFC,194888,0
2021-10-08T22,RFC,192970,0
2021-10-08T23,RFC,189770,0
2021-10-09T00,RFC,187798,0
2021-10-09T01,RFC,182902,0
2021-10-09T02,RFC,175494,0
2021-10-09T03,RFC,167960,0
2021-10-09T04,RFC,158150,0
2021-10-09T05,RFC,150954,0
2021-10-09T06,RFC,144652,0
2021-10-09T07,RFC,140488,0
2021-10-09T08,RFC,138154,0
2021-10-09T09,RFC,137322,0
2021-10-09T10,RFC,139072,0
2021-10-09T11,RFC,142956,0
2021-10-09T12,RFC,148162,0
2021-10-09T13,RFC,152498,0
2021-10-09T14,RFC,157130,0
2021-10-09T15,RFC,160902,0
2021-10-09T16,RFC,164378,0
2021-10-09T17,RFC,167886,0
2021-10-09T18,RFC,170616,0
2021-10-09T19,RFC,172596,0
2021-10-09T20,RFC,174356,0
2021-10-09T21,RFC,175864,0
2021-10-09T22,RFC,175798,0
2021-10-09T23,RFC,174578,0
2021-10-10T00,RFC,174570,0
2021-10-10T01,RFC,170448,0
2021-10-10T02,RFC,164790,0
2021-10-10T03,RFC,159398,0
2021-10-10T04,RFC,152630,0
2021-10-10T05,RFC,146048,0
2021-10-10T06,RFC,140888,0
2021-10-10T07,RFC,137674,0
2021-10-10T08,RFC,135012,0
2021-10-10T09,RFC,134090,0
2021-10-10T10,RFC,134988,0
2021-10-10T11,RFC,137926,0
2021-10-10T12,RFC,141278,0
2021-10-10T13,RFC,147128,0
2021-10-10T14,RFC,154194,0
2021-10-10T15,RFC,159302,0
2021-10-10T16,RFC,162416,0
2021-10-10T17,RFC,165738,0
2021-10-10T18,RFC,168594,0
2021-10-10T19,RFC,171142,0
2021-10-10T20,RFC,174314,0
2021-10-10T21,RFC,177770,0
2021-10-10T22,RFC,180628,0
2021-10-10T23,RFC,181064,0
2021-10-11T00,RFC,181568,0
2021-10-11T01,RFC,177538,0
2021-10-11T02,RFC,169936,0
2021-10-11T03,RFC,162360,0
2021-10-11T04,RFC,154482,0
2021-10-11T05,RFC,147524,0
2021-10-11T06,RFC,142470,0
2021-10-11T07,RFC,139906,0
2021-10-11T08,RFC,138840,0
2021-10-11T09,RFC,140348,0
2021-10-11T10,RFC,146112,0
2021-10-11T11,RFC,156368,0
2021-10-11T12,RFC,164222,0
2021-10-11T13,RFC,169442,0
2021-10-11T14,RFC,173716,0
2021-10-11T15,RFC,178642,0
2021-10-11T16,RFC,182616,0
