period,nerc.region,demand.mwh,SO2
2020-07-18T06,RFC,184774,0
2020-07-18T07,RFC,177780,0
2020-07-18T08,RFC,171042,0
2020-07-18T09,RFC,168214,0
2020-07-18T10,RFC,166672,0
2020-07-18T11,RFC,165954,0
2020-07-18T12,RFC,168744,0
2020-07-18T13,RFC,183516,0
2020-07-18T14,RFC,201898,0
2020-07-18T15,RFC,220636,0
2020-07-18T16,RFC,236868,0
2020-07-18T17,RFC,249664,0
2020-07-18T18,RFC,258830,0
2020-07-18T19,RFC,265046,0
2020-07-18T20,RFC,269970,0
2020-07-18T21,RFC,275214,0
2020-07-18T22,RFC,277654,0
2020-07-18T23,RFC,275130,0
2020-07-19T00,RFC,267188,0
2020-07-19T01,RFC,256136,0
2020-07-19T02,RFC,248474,0
2020-07-19T03,RFC,237894,0
2020-07-19T04,RFC,224572,0
2020-07-19T05,RFC,206960,0
2020-07-19T06,RFC,193208,0
2020-07-19T07,RFC,184632,0
2020-07-19T08,RFC,179646,0
2020-07-19T09,RFC,174858,0
2020-07-19T10,RFC,171824,0
2020-07-19T11,RFC,171970,0
2020-07-19T12,RFC,176634,0
2020-07-19T13,RFC,189634,0
2020-07-19T14,RFC,208026,0
2020-07-19T15,RFC,226432,0
2020-07-19T16,RFC,241954,0
2020-07-19T17,RFC,253462,0
2020-07-19T18,RFC,259866,0
2020-07-19T19,RFC,264096,0
2020-07-19T20,RFC,267728,0
2020-07-19T21,RFC,271412,0
2020-07-19T22,RFC,272808,0
2020-07-19T23,RFC,269452,0
2020-07-20T00,RFC,262580,0
2020-07-20T01,RFC,253924,0
2020-07-20T02,RFC,247128,0
2020-07-20T03,RFC,236610,0
2020-07-20T04,RFC,223450,0
2020-07-20T05,RFC,208138,0
2020-07-20T06,RFC,197814,0
2020-07-20T07,RFC,191888,0
2020-07-20T08,RFC,188202,0
2020-07-20T09,RFC,187234,0
2020-07-20T10,RFC,191296,0
2020-07-20T11,RFC,195318,0.002
2020-07-20T12,RFC,204906,0.002
2020-07-20T13,RFC,219046,0
2020-07-20T14,RFC,233424,0
2020-07-20T15,RFC,248886,0
2020-07-20T16,RFC,262758,0
2020-07-20T17,RFC,273924,0
2020-07-20T18,RFC,281974,0
2020-07-20T19,RFC,285978,0
2020-07-20T20,RFC,288658,0
2020-07-20T21,RFC,290856,0
2020-07-20T22,RFC,290112,0
2020-07-20T23,RFC,286288,0
2020-07-21T00,RFC,275604,0
2020-07-21T01,RFC,263870,0
2020-07-21T02,RFC,256860,0
2020-07-21T03,RFC,243170,0
2020-07-21T04,RFC,226370,0
2020-07-21T05,RFC,209998,0
2020-07-21T06,RFC,196912,0
2020-07-21T07,RFC,189440,0
2020-07-21T08,RFC,184818,0
2020-07-21T09,RFC,182474,0
2020-07-21T10,RFC,184472,0
2020-07-21T11,RFC,189472,0
2020-07-21T12,RFC,196988,0
2020-07-21T13,RFC,208888,0
2020-07-21T14,RFC,223548,0
2020-07-21T15,RFC,238240,0
2020-07-21T16,RFC,251630,0
2020-07-21T17,RFC,264020,0
2020-07-21T18,RFC,273200,0
2020-07-21T19,RFC,277512,0
2020-07-21T20,RFC,280480,0
2020-07-21T21,RFC,283134,0
2020-07-21T22,RFC,282830,0
2020-07-21T23,RFC,278944,0
2020-07-22T00,RFC,268606,0
2020-07-22T01,RFC,257782,0
2020-07-22T02,RFC,248338,0
2020-07-22T03,RFC,234270,0
2020-07-22T04,RFC,221340,0
2020-07-22T05,RFC,208266,0
2020-07-22T06,RFC,197222,0
2020-07-22T07,RFC,189756,0
2020-07-22T08,RFC,184616,0
2020-07-22T09,RFC,183018,0
2020-07-22T10,RFC,185926,0.02
2020-07-22T11,RFC,192712,0.103
2020-07-22T12,RFC,200212,0.036
2020-07-22T13,RFC,207996,0
2020-07-22T14,RFC,220060,0
2020-07-22T15,RFC,234048,0
2020-07-22T16,RFC,248176,0
2020-07-22T17,RFC,260336,0
2020-07-22T18,RFC,269498,0
2020-07-22T19,RFC,274570,0
2020-07-22T20,RFC,275126,0
2020-07-22T21,RFC,272822,0
2020-07-22T22,RFC,269996,0
2020-07-22T23,RFC,261992,0
2020-07-23T00,RFC,250986,0
2020-07-23T01,RFC,240754,0
2020-07-23T02,RFC,233186,0
2020-07-23T03,RFC,221692,0
2020-07-23T04,RFC,208584,0
2020-07-23T05,RFC,197172,0
2020-07-23T06,RFC,187026,0
2020-07-23T07,RFC,180428,0
2020-07-23T08,RFC,176182,0
2020-07-23T09,RFC,175282,0
2020-07-23T10,RFC,179042,0
2020-07-23T11,RFC,185424,0
2020-07-23T12,RFC,193308,0
2020-07-23T13,RFC,202148,0
2020-07-23T14,RFC,212102,0
2020-07-23T15,RFC,223222,0.219
2020-07-23T16,RFC,233470,0.264
2020-07-23T17,RFC,243836,0.267
2020-07-23T18,RFC,254318,0.264
2020-07-23T19,RFC,261904,0.263
2020-07-23T20,RFC,266176,0.264
2020-07-23T21,RFC,269394,0.027
2020-07-23T22,RFC,269282,0
2020-07-23T23,RFC,263334,0
2020-07-24T00,RFC,253112,0
2020-07-24T01,RFC,243440,0
2020-07-24T02,RFC,232980,0
2020-07-24T03,RFC,221268,0
2020-07-24T04,RFC,207298,0
2020-07-24T05,RFC,194104,0
2020-07-24T06,RFC,185980,0
2020-07-24T07,RFC,178656,0
2020-07-24T08,RFC,174056,0
2020-07-24T09,RFC,173060,0
2020-07-24T10,RFC,175882,0
2020-07-24T11,RFC,180960,0
2020-07-24T12,RFC,188626,0
2020-07-24T13,RFC,197228,0
2020-07-24T14,RFC,206828,0
2020-07-24T15,RFC,217056,0
2020-07-24T16,RFC,381440,0
2020-07-24T17,RFC,237716,0
2020-07-24T18,RFC,246218,0
2020-07-24T19,RFC,252128,0
2020-07-24T20,RFC,254718,0
2020-07-24T21,RFC,256790,0
2020-07-24T22,RFC,257106,0
2020-07-24T23,RFC,252744,0
2020-07-25T00,RFC,244192,0
2020-07-25T01,RFC,234140,0
2020-07-25T02,RFC,225794,0
2020-07-25T03,RFC,214434,0
2020-07-25T04,RFC,200528,0
2020-07-25T05,RFC,189198,0
2020-07-25T06,RFC,178136,0
2020-07-25T07,RFC,169486,0
2020-07-25T08,RFC,164356,0
2020-07-25T09,RFC,161120,0
2020-07-25T10,RFC,160184,0
2020-07-25T11,RFC,158130,0
2020-07-25T12,RFC,163378,0
2020-07-25T13,RFC,176056,0
2020-07-25T14,RFC,190402,0
2020-07-25T15,RFC,205778,0
2020-07-25T16,RFC,221160,0
2020-07-25T17,RFC,234088,0
2020-07-25T18,RFC,243830,0
2020-07-25T19,RFC,251488,0
2020-07-25T20,RFC,257702,0
2020-07-25T21,RFC,263174,0
2020-07-25T22,RFC,266474,0
2020-07-25T23,RFC,264254,0
2020-07-26T00,RFC,256128,0
2020-07-26T01,RFC,245014,0
2020-07-26T02,RFC,236364,0
2020-07-26T03,RFC,224266,0
2020-07-26T04,RFC,209584,0
2020-07-26T05,RFC,196526,0
2020-07-26T06,RFC,184806,0
2020-07-26T07,RFC,177488,0
2020-07-26T08,RFC,171332,0
2020-07-26T09,RFC,167322,0
2020-07-26T10,RFC,165056,0
2020-07-26T11,RFC,162856,0
2020-07-26T12,RFC,168392,0
2020-07-26T13,RFC,182406,0
2020-07-26T14,RFC,199012,0
2020-07-26T15,RFC,218418,0
2020-07-26T16,RFC,235908,0
2020-07-26T17,RFC,249442,0
2020-07-26T18,RFC,258792,0
2020-07-26T19,RFC,265378,0
2020-07-26T20,RFC,271334,0
2020-07-26T21,RFC,277044,0
2020-07-26T22,RFC,280272,0
2020-07-26T23,RFC,278184,0
2020-07-27T00,RFC,270714,0
2020-07-27T01,RFC,259438,0
2020-07-27T02,RFC,250114,0
2020-07-27T03,RFC,235934,0
2020-07-27T04,RFC,220480,0
2020-07-27T05,RFC,207336,0
2020-07-27T06,RFC,196308,0
2020-07-27T07,RFC,188244,0
2020-07-27T08,RFC,183288,0
2020-07-27T09,RFC,182242,0
2020-07-27T10,RFC,185660,0
2020-07-27T11,RFC,192032,0
2020-07-27T12,RFC,202930,0.128
2020-07-27T13,RFC,216836,0.302
2020-07-27T14,RFC,231896,0.294
2020-07-27T15,RFC,247622,0.295
2020-07-27T16,RFC,262212,0.301
2020-07-27T17,RFC,274552,0.314
2020-07-27T18,RFC,282178,0.24
2020-07-27T19,RFC,286066,0
2020-07-27T20,RFC,287940,0
2020-07-27T21,RFC,289124,0
2020-07-27T22,RFC,388686,0
2020-07-27T23,RFC,284892,0
2020-07-28T00,RFC,275004,0
2020-07-28T01,RFC,263910,0
2020-07-28T02,RFC,252594,0
2020-07-28T03,RFC,237328,0
2020-07-28T04,RFC,223838,0
2020-07-28T05,RFC,212002,0
2020-07-28T06,RFC,201156,0
2020-07-28T07,RFC,192608,0
2020-07-28T08,RFC,187200,0
2020-07-28T09,RFC,185644,0
2020-07-28T10,RFC,188940,0
2020-07-28T11,RFC,195278,0
2020-07-28T12,RFC,206032,0
2020-07-28T13,RFC,218722,0.019
2020-07-28T14,RFC,230912,0.276
2020-07-28T15,RFC,242604,0.284
2020-07-28T16,RFC,254978,0.285
2020-07-28T17,RFC,384458,0.283
2020-07-28T18,RFC,273262,0.28
2020-07-28T19,RFC,278398,0.179
2020-07-28T20,RFC,280132,0
2020-07-28T21,RFC,281362,0
2020-07-28T22,RFC,281816,0
2020-07-28T23,RFC,278476,0
2020-07-29T00,RFC,268688,0
2020-07-29T01,RFC,256296,0
2020-07-29T02,RFC,245078,0
2020-07-29T03,RFC,228724,0
2020-07-29T04,RFC,213602,0
2020-07-29T05,RFC,201848,0
2020-07-29T06,RFC,191646,0
2020-07-29T07,RFC,182964,0
2020-07-29T08,RFC,178266,0
2020-07-29T09,RFC,176166,0
2020-07-29T10,RFC,179164,0
2020-07-29T11,RFC,184434,0
2020-07-29T12,RFC,195798,0
2020-07-29T13,RFC,207478,0.046
2020-07-29T14,RFC,221412,0.279
2020-07-29T15,RFC,234344,0.28
2020-07-29T16,RFC,247296,0.281
2020-07-29T17,RFC,259608,0.283
2020-07-29T18,RFC,266344,0.23
2020-07-29T19,RFC,268656,0
2020-07-29T20,RFC,279054,0
2020-07-29T21,RFC,352170,0
2020-07-29T22,RFC,283706,0
2020-07-29T23,RFC,281318,0
2020-07-30T00,RFC,271532,0
2020-07-30T01,RFC,259484,0
2020-07-30T02,RFC,249138,0
2020-07-30T03,RFC,231258,0
2020-07-30T04,RFC,216570,0
2020-07-30T05,RFC,205556,0
2020-07-30T06,RFC,195108,0
2020-07-30T07,RFC,186628,0
2020-07-30T08,RFC,181310,0
2020-07-30T09,RFC,179586,0
2020-07-30T10,RFC,182394,0
2020-07-30T11,RFC,187420,0
2020-07-30T12,RFC,198046,0
2020-07-30T13,RFC,209968,0
2020-07-30T14,RFC,220038,0
2020-07-30T15,RFC,232502,0
2020-07-30T16,RFC,245110,0
2020-07-30T17,RFC,255908,0
2020-07-30T18,RFC,264320,0
2020-07-30T19,RFC,268344,0
2020-07-30T20,RFC,269382,0
2020-07-30T21,RFC,267610,0
2020-07-30T22,RFC,263400,0
2020-07-30T23,RFC,255754,0
2020-07-31T00,RFC,246322,0
2020-07-31T01,RFC,238586,0
2020-07-31T02,RFC,229470,0
2020-07-31T03,RFC,217134,0
2020-07-31T04,RFC,206832,0
2020-07-31T05,RFC,195198,0
2020-07-31T06,RFC,184794,0
2020-07-31T07,RFC,178246,0
2020-07-31T08,RFC,173872,0
2020-07-31T09,RFC,173056,0
2020-07-31T10,RFC,176072,0
2020-07-31T11,RFC,181518,0
2020-07-31T12,RFC,187840,0
2020-07-31T13,RFC,195226,0
2020-07-31T14,RFC,201952,0
2020-07-31T15,RFC,210406,0
2020-07-31T16,RFC,218658,0
2020-07-31T17,RFC,225838,0
2020-07-31T18,RFC,231508,0
2020-07-31T19,RFC,235650,0
2020-07-31T20,RFC,238832,0
2020-07-31T21,RFC,240862,0
2020-07-31T22,RFC,241296,0
2020-07-31T23,RFC,237654,0
2020-08-01T00,RFC,228986,0
2020-08-01T01,RFC,220718,0
2020-08-01T02,RFC,214312,0
2020-08-01T03,RFC,203660,0
2020-08-01T04,RFC,190410,0
2020-08-01T05,RFC,179030,0
2020-08-01T06,RFC,171670,0
2020-08-01T07,RFC,166256,0
2020-08-01T08,RFC,160718,0
2020-08-01T09,RFC,158180,0
2020-08-01T10,RFC,158420,0
2020-08-01T11,RFC,159352,0
2020-08-01T12,RFC,163524,0
2020-08-01T13,RFC,170402,0
2020-08-01T14,RFC,181026,0
2020-08-01T15,RFC,193122,0
2020-08-01T16,RFC,204230,0
2020-08-01T17,RFC,213826,0
2020-08-01T18,RFC,221074,0
2020-08-01T19,RFC,226606,0
2020-08-01T20,RFC,230592,0
2020-08-01T21,RFC,234358,0
2020-08-01T22,RFC,235168,0
2020-08-01T23,RFC,231284,0
2020-08-02T00,RFC,223254,0
2020-08-02T01,RFC,217530,0
2020-08-02T02,RFC,212014,0
2020-08-02T03,RFC,201732,0
2020-08-02T04,RFC,191434,0
2020-08-02T05,RFC,181508,0
2020-08-02T06,RFC,172996,0
2020-08-02T07,RFC,168772,0
2020-08-02T08,RFC,167218,0
2020-08-02T09,RFC,164094,0
2020-08-02T10,RFC,163256,0
2020-08-02T11,RFC,163032,0
2020-08-02T12,RFC,163982,0
2020-08-02T13,RFC,169390,0
2020-08-02T14,RFC,181254,0
2020-08-02T15,RFC,193246,0.122
2020-08-02T16,RFC,204922,0.294
2020-08-02T17,RFC,216698,0.266
2020-08-02T18,RFC,225490,0.223
2020-08-02T19,RFC,231798,0
2020-08-02T20,RFC,236558,0
2020-08-02T21,RFC,240728,0
2020-08-02T22,RFC,242812,0
2020-08-02T23,RFC,240800,0
2020-08-03T00,RFC,233850,0
2020-08-03T01,RFC,226546,0
2020-08-03T02,RFC,220300,0
2020-08-03T03,RFC,208438,0
2020-08-03T04,RFC,196858,0
2020-08-03T05,RFC,84794,0
2020-08-03T06,RFC,81484,0
2020-08-03T07,RFC,79708,0
2020-08-03T08,RFC,79551,0
2020-08-03T09,RFC,81806,0
2020-08-03T10,RFC,85615,0
2020-08-03T11,RFC,91184,0
2020-08-03T12,RFC,96820,0.063
2020-08-03T13,RFC,102094,0.281
2020-08-03T14,RFC,106916,0.277
2020-08-03T15,RFC,111098,0.274
2020-08-03T16,RFC,114649,0.103
2020-08-03T17,RFC,116840,0
2020-08-03T18,RFC,118013,0
2020-08-03T19,RFC,118531,0
2020-08-03T20,RFC,118922,0
2020-08-03T21,RFC,119298,0
2020-08-03T22,RFC,117871,0
2020-08-03T23,RFC,114776,0
2020-08-04T00,RFC,110820,0
2020-08-04T01,RFC,106862,0
2020-08-04T02,RFC,99975,0
2020-08-04T03,RFC,92413,0
2020-08-04T04,RFC,86475,0
2020-08-04T05,RFC,176938,0
2020-08-04T06,RFC,170534,0
2020-08-04T07,RFC,165660,0
2020-08-04T08,RFC,162368,0
2020-08-04T09,RFC,162014,0
2020-08-04T10,RFC,164936,0
2020-08-04T11,RFC,171562,0
2020-08-04T12,RFC,176110,0
2020-08-04T13,RFC,182880,0
2020-08-04T14,RFC,189622,0
2020-08-04T15,RFC,195714,0
2020-08-04T16,RFC,199654,0
2020-08-04T17,RFC,202524,0
2020-08-04T18,RFC,204422,0
2020-08-04T19,RFC,207582,0
2020-08-04T20,RFC,211268,0
2020-08-04T21,RFC,214860,0
2020-08-04T22,RFC,217742,0
2020-08-04T23,RFC,216160,0
2020-08-05T00,RFC,209468,0
2020-08-05T01,RFC,203302,0
2020-08-05T02,RFC,198606,0
2020-08-05T03,RFC,187800,0
2020-08-05T04,RFC,177354,0
2020-08-05T05,RFC,168450,0
2020-08-05T06,RFC,160170,0
2020-08-05T07,RFC,154738,0
2020-08-05T08,RFC,151792,0
2020-08-05T09,RFC,151354,0
2020-08-05T10,RFC,154600,0.079
2020-08-05T11,RFC,159288,0.334
2020-08-05T12,RFC,165774,0.12
2020-08-05T13,RFC,174372,0
2020-08-05T14,RFC,184412,0
2020-08-05T15,RFC,194364,0
2020-08-05T16,RFC,203810,0
2020-08-05T17,RFC,212296,0
2020-08-05T18,RFC,219524,0
2020-08-05T19,RFC,225196,0
2020-08-05T20,RFC,229758,0
2020-08-05T21,RFC,232232,0
2020-08-05T22,RFC,233844,0
2020-08-05T23,RFC,230808,0
2020-08-06T00,RFC,221612,0
2020-08-06T01,RFC,213306,0
2020-08-06T02,RFC,206510,0
2020-08-06T03,RFC,193718,0
2020-08-06T04,RFC,182490,0
2020-08-06T05,RFC,171080,0
2020-08-06T06,RFC,162402,0
2020-08-06T07,RFC,158098,0
2020-08-06T08,RFC,155354,0
2020-08-06T09,RFC,155480,0
2020-08-06T10,RFC,159114,0
2020-08-06T11,RFC,163306,0
2020-08-06T12,RFC,168798,0
2020-08-06T13,RFC,177602,0
2020-08-06T14,RFC,185202,0
2020-08-06T15,RFC,194266,0
2020-08-06T16,RFC,203664,0
2020-08-06T17,RFC,212908,0
2020-08-06T18,RFC,220666,0
2020-08-06T19,RFC,226144,0
2020-08-06T20,RFC,229430,0
2020-08-06T21,RFC,231236,0
2020-08-06T22,RFC,230468,0
2020-08-06T23,RFC,225618,0
2020-08-07T00,RFC,217784,0
2020-08-07T01,RFC,211448,0
2020-08-07T02,RFC,205022,0
2020-08-07T03,RFC,194868,0
2020-08-07T04,RFC,184060,0
2020-08-07T05,RFC,173612,0
2020-08-07T06,RFC,165290,0
2020-08-07T07,RFC,160538,0
2020-08-07T08,RFC,157062,0
2020-08-07T09,RFC,156014,0
2020-08-07T10,RFC,159606,0
2020-08-07T11,RFC,165014,0
2020-08-07T12,RFC,168634,0
2020-08-07T13,RFC,178354,0
2020-08-07T14,RFC,187804,0
2020-08-07T15,RFC,198152,0
2020-08-07T16,RFC,207782,0
2020-08-07T17,RFC,216242,0
2020-08-07T18,RFC,224452,0
2020-08-07T19,RFC,230450,0
2020-08-07T20,RFC,233512,0
2020-08-07T21,RFC,236152,0
2020-08-07T22,RFC,236130,0
2020-08-07T23,RFC,230368,0
2020-08-08T00,RFC,221218,0
2020-08-08T01,RFC,212420,0
2020-08-08T02,RFC,204410,0
2020-08-08T03,RFC,193308,0
2020-08-08T04,RFC,182698,0
2020-08-08T05,RFC,170472,0
2020-08-08T06,RFC,161404,0
2020-08-08T07,RFC,156336,0
2020-08-08T08,RFC,153772,0
2020-08-08T09,RFC,151602,0
2020-08-08T10,RFC,151764,0
2020-08-08T11,RFC,151730,0
2020-08-08T12,RFC,154880,0
2020-08-08T13,RFC,161640,0
2020-08-08T14,RFC,171696,0
2020-08-08T15,RFC,183352,0.085
2020-08-08T16,RFC,194574,0.291
2020-08-08T17,RFC,204164,0.291
2020-08-08T18,RFC,212674,0.292
2020-08-08T19,RFC,220016,0.186
2020-08-08T20,RFC,226952,0
2020-08-08T21,RFC,233356,0
2020-08-08T22,RFC,237594,0
2020-08-08T23,RFC,236138,0
2020-08-09T00,RFC,228068,0
2020-08-09T01,RFC,218506,0
2020-08-09T02,RFC,210120,0
2020-08-09T03,RFC,198360,0
2020-08-09T04,RFC,186292,0
2020-08-09T05,RFC,173184,0
2020-08-09T06,RFC,163800,0
2020-08-09T07,RFC,156660,0
2020-08-09T08,RFC,152304,0
2020-08-09T09,RFC,150540,0
2020-08-09T10,RFC,150312,0
2020-08-09T11,RFC,149172,0
2020-08-09T12,RFC,150536,0
2020-08-09T13,RFC,160174,0
2020-08-09T14,RFC,176454,0
2020-08-09T15,RFC,193662,0
2020-08-09T16,RFC,210196,0
2020-08-09T17,RFC,224266,0
2020-08-09T18,RFC,235364,0
2020-08-09T19,RFC,243888,0
2020-08-09T20,RFC,251022,0
2020-08-09T21,RFC,256764,0
2020-08-09T22,RFC,260310,0
2020-08-09T23,RFC,258444,0
2020-08-10T00,RFC,250308,0
2020-08-10T01,RFC,241182,0
2020-08-10T02,RFC,232406,0
2020-08-10T03,RFC,219476,0
2020-08-10T04,RFC,204180,0
2020-08-10T05,RFC,192120,0
2020-08-10T06,RFC,181990,0
2020-08-10T07,RFC,174866,0
2020-08-10T08,RFC,171114,0
2020-08-10T09,RFC,172272,0.052
2020-08-10T10,RFC,174122,0.287
2020-08-10T11,RFC,179018,0.3
2020-08-10T12,RFC,189516,0.309
2020-08-10T13,RFC,203228,0.319
2020-08-10T14,RFC,219498,0.297
2020-08-10T15,RFC,236460,0.288
2020-08-10T16,RFC,251182,0.315
2020-08-10T17,RFC,264480,0.312
2020-08-10T18,RFC,274806,0.092
2020-08-10T19,RFC,280750,0
2020-08-10T20,RFC,282996,0
2020-08-10T21,RFC,282502,0
2020-08-10T22,RFC,277596,0
2020-08-10T23,RFC,272788,0
2020-08-11T00,RFC,262960,0
2020-08-11T01,RFC,253230,0
2020-08-11T02,RFC,242396,0
2020-08-11T03,RFC,227094,0
2020-08-11T04,RFC,212416,0
2020-08-11T05,RFC,197714,0
2020-08-11T06,RFC,186158,0
2020-08-11T07,RFC,180732,0
2020-08-11T08,RFC,176398,0
2020-08-11T09,RFC,175304,0
2020-08-11T10,RFC,178252,0
2020-08-11T11,RFC,182324,0
2020-08-11T12,RFC,190768,0
2020-08-11T13,RFC,200240,0.001
2020-08-11T14,RFC,212806,0.234
2020-08-11T15,RFC,226134,0.266
2020-08-11T16,RFC,240136,0.27
2020-08-11T17,RFC,252622,0.273
2020-08-11T18,RFC,263120,0.276
2020-08-11T19,RFC,269326,0.252
2020-08-11T20,RFC,273336,0.002
2020-08-11T21,RFC,276456,0
2020-08-11T22,RFC,277616,0
2020-08-11T23,RFC,273052,0
2020-08-12T00,RFC,262248,0
2020-08-12T01,RFC,252916,0
2020-08-12T02,RFC,242306,0
2020-08-12T03,RFC,228016,0
2020-08-12T04,RFC,214102,0
2020-08-12T05,RFC,201258,0
2020-08-12T06,RFC,190450,0
2020-08-12T07,RFC,183316,0
2020-08-12T08,RFC,178024,0
2020-08-12T09,RFC,177304,0
2020-08-12T10,RFC,180406,0
2020-08-12T11,RFC,186080,0
2020-08-12T12,RFC,191842,0.035
2020-08-12T13,RFC,202640,0.193
2020-08-12T14,RFC,216854,0.188
2020-08-12T15,RFC,231858,0.003
2020-08-12T16,RFC,246720,0
2020-08-12T17,RFC,258476,0
2020-08-12T18,RFC,266096,0
2020-08-12T19,RFC,268552,0
2020-08-12T20,RFC,268554,0
2020-08-12T21,RFC,268146,0
2020-08-12T22,RFC,265220,0
2020-08-12T23,RFC,258466,0
2020-08-13T00,RFC,248968,0
2020-08-13T01,RFC,240074,0
2020-08-13T02,RFC,229872,0
2020-08-13T03,RFC,214502,0
2020-08-13T04,RFC,202610,0
2020-08-13T05,RFC,192946,0
2020-08-13T06,RFC,183584,0
2020-08-13T07,RFC,176554,0
2020-08-13T08,RFC,172418,0
2020-08-13T09,RFC,171392,0.059
2020-08-13T10,RFC,175624,0.026
2020-08-13T11,RFC,182284,0
2020-08-13T12,RFC,190594,0
2020-08-13T13,RFC,277150,0
2020-08-13T14,RFC,206704,0
2020-08-13T15,RFC,217800,0
2020-08-13T16,RFC,228128,0
2020-08-13T17,RFC,238428,0
2020-08-13T18,RFC,247276,0
2020-08-13T19,RFC,253206,0
2020-08-13T20,RFC,256396,0
2020-08-13T21,RFC,258248,0
2020-08-13T22,RFC,258712,0
2020-08-13T23,RFC,254126,0
2020-08-14T00,RFC,245316,0
2020-08-14T01,RFC,238008,0
2020-08-14T02,RFC,228612,0
2020-08-14T03,RFC,213878,0
2020-08-14T04,RFC,201660,0
2020-08-14T05,RFC,192152,0
2020-08-14T06,RFC,182986,0
2020-08-14T07,RFC,176284,0
2020-08-14T08,RFC,171816,0
2020-08-14T09,RFC,171530,0
2020-08-14T10,RFC,175820,0
2020-08-14T11,RFC,182982,0.008
2020-08-14T12,RFC,190148,0.293
2020-08-14T13,RFC,199880,0.006
2020-08-14T14,RFC,209448,0
2020-08-14T15,RFC,221460,0
2020-08-14T16,RFC,233930,0
2020-08-14T17,RFC,244616,0
2020-08-14T18,RFC,253590,0
2020-08-14T19,RFC,258138,0
2020-08-14T20,RFC,259964,0
2020-08-14T21,RFC,259836,0
2020-08-14T22,RFC,257002,0
2020-08-14T23,RFC,249102,0
2020-08-15T00,RFC,237824,0
2020-08-15T01,RFC,229508,0
2020-08-15T02,RFC,219556,0
2020-08-15T03,RFC,206306,0
2020-08-15T04,RFC,194648,0
2020-08-15T05,RFC,183632,0
2020-08-15T06,RFC,175046,0
2020-08-15T07,RFC,167904,0
2020-08-15T08,RFC,162702,0
2020-08-15T09,RFC,159908,0
2020-08-15T10,RFC,159138,0
2020-08-15T11,RFC,160448,0
2020-08-15T12,RFC,162922,0
2020-08-15T13,RFC,171772,0
2020-08-15T14,RFC,178646,0
2020-08-15T15,RFC,188020,0
2020-08-15T16,RFC,197610,0
2020-08-15T17,RFC,205576,0
2020-08-15T18,RFC,210980,0
2020-08-15T19,RFC,214838,0
2020-08-15T20,RFC,216668,0
2020-08-15T21,RFC,217652,0
2020-08-15T22,RFC,217194,0
2020-08-15T23,RFC,212324,0
2020-08-16T00,RFC,205450,0
2020-08-16T01,RFC,200848,0
2020-08-16T02,RFC,195082,0
2020-08-16T03,RFC,187180,0
2020-08-16T04,RFC,176524,0
2020-08-16T05,RFC,167116,0
2020-08-16T06,RFC,160292,0
2020-08-16T07,RFC,153956,0
2020-08-16T08,RFC,149816,0
2020-08-16T09,RFC,147822,0
2020-08-16T10,RFC,145912,0
2020-08-16T11,RFC,146232,0
2020-08-16T12,RFC,147556,0
2020-08-16T13,RFC,153222,0
2020-08-16T14,RFC,160130,0
2020-08-16T15,RFC,169342,0
2020-08-16T16,RFC,177558,0
2020-08-16T17,RFC,183428,0
2020-08-16T18,RFC,187504,0
2020-08-16T19,RFC,191248,0
2020-08-16T20,RFC,195604,0
2020-08-16T21,RFC,200030,0
2020-08-16T22,RFC,204322,0
2020-08-16T23,RFC,204268,0
2020-08-17T00,RFC,199858,0
2020-08-17T01,RFC,195400,0
2020-08-17T02,RFC,189506,0
2020-08-17T03,RFC,180698,0
2020-08-17T04,RFC,170798,0
2020-08-17T05,RFC,161036,0
2020-08-17T06,RFC,153990,0
2020-08-17T07,RFC,150310,0
2020-08-17T08,RFC,148234,0
2020-08-17T09,RFC,147494,0
2020-08-17T10,RFC,150620,0
2020-08-17T11,RFC,156014,0.04
2020-08-17T12,RFC,164120,0.217
2020-08-17T13,RFC,174378,0
2020-08-17T14,RFC,184732,0
2020-08-17T15,RFC,194778,0
2020-08-17T16,RFC,206256,0
2020-08-17T17,RFC,216912,0
2020-08-17T18,RFC,226838,0
2020-08-17T19,RFC,233590,0
2020-08-17T20,RFC,236902,0
2020-08-17T21,RFC,237502,0
2020-08-17T22,RFC,237318,0
2020-08-17T23,RFC,232638,0
2020-08-18T00,RFC,223360,0
2020-08-18T01,RFC,215800,0
2020-08-18T02,RFC,208238,0
2020-08-18T03,RFC,193910,0
2020-08-18T04,RFC,180912,0
2020-08-18T05,RFC,169878,0
2020-08-18T06,RFC,163676,0
2020-08-18T07,RFC,157336,0
2020-08-18T08,RFC,154032,0
2020-08-18T09,RFC,153644,0
2020-08-18T10,RFC,157476,0
2020-08-18T11,RFC,161366,0
2020-08-18T12,RFC,167614,0
2020-08-18T13,RFC,177170,0
2020-08-18T14,RFC,186778,0
2020-08-18T15,RFC,196136,0
2020-08-18T16,RFC,205044,0
2020-08-18T17,RFC,213234,0
2020-08-18T18,RFC,221490,0
2020-08-18T19,RFC,227008,0
2020-08-18T20,RFC,230088,0
2020-08-18T21,RFC,232734,0
2020-08-18T22,RFC,232918,0
2020-08-18T23,RFC,228482,0
2020-08-19T00,RFC,218416,0
2020-08-19T01,RFC,211230,0
2020-08-19T02,RFC,202448,0
2020-08-19T03,RFC,190480,0
2020-08-19T04,RFC,179702,0
2020-08-19T05,RFC,169582,0
